KO ID	Name	Definition	Gene Count	
KO:K06168	miaB	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	1	
KO:K06173	truA, PUS1	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	1	
KO:K06176	truD, PUS7	tRNA pseudouridine13 synthase [EC:5.4.99.27]	1	
KO:K06178	rluB	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1	
KO:K06179	rluC	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	1	
KO:K06180	rluD	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	2	
KO:K06187	recR	recombination protein RecR	1	
KO:K06193	phnA	protein PhnA	1	
KO:K06196	ccdA	cytochrome c-type biogenesis protein	1	
KO:K06199	crcB, FEX	fluoride exporter	1	
KO:K06200	cstA	carbon starvation protein	1	
KO:K06207	typA, bipA	GTP-binding protein	1	
KO:K06287	maf	septum formation protein	1	
KO:K06346	jag	spoIIIJ-associated protein	1	
KO:K06442	tlyA	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	1	
KO:K06603	flaG	flagellar protein FlaG	1	
KO:K06861	lptB	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	1	
KO:K06882	K06882	uncharacterized protein	1	
KO:K06891	clpS	ATP-dependent Clp protease adaptor protein ClpS	1	
KO:K06895	lysE, argO	L-lysine exporter family protein LysE/ArgO	1	
KO:K06901	pbuG, azgA, ghxP, ghxQ, adeQ	adenine/guanine/hypoxanthine permease	1	
KO:K06920	queC	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	1	
KO:K06925	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	1	
KO:K06940	K06940	uncharacterized protein	2	
KO:K06941	rlmN	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	1	
KO:K06942	ychF	ribosome-binding ATPase	1	
KO:K06950	K06950	uncharacterized protein	1	
KO:K06960	K06960	uncharacterized protein	1	
KO:K06997	yggS, PROSC	PLP dependent protein	1	
KO:K07023	K07023	putative hydrolases of HD superfamily	1	
KO:K07042	ybeY, yqfG	probable rRNA maturation factor	1	
KO:K07056	rsmI	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	1	
KO:K07058	K07058	membrane protein	1	
KO:K07082	K07082	UPF0755 protein	1	
KO:K07084	yuiF	putative amino acid transporter	1	
KO:K07090	K07090	uncharacterized protein	2	
KO:K07091	lptF	lipopolysaccharide export system permease protein	1	
KO:K07097	K07097	uncharacterized protein	1	
KO:K07098	K07098	uncharacterized protein	1	
KO:K07100	K07100	putative phosphoribosyl transferase	1	
KO:K07107	ybgC	acyl-CoA thioester hydrolase [EC:3.1.2.-]	1	
KO:K07126	K07126	uncharacterized protein	9	
KO:K07133	K07133	uncharacterized protein	1	
KO:K07164	K07164	uncharacterized protein	1	
KO:K07173	luxS	S-ribosylhomocysteine lyase [EC:4.4.1.21]	1	
KO:K07213	ATOX1, ATX1, copZ, golB	copper chaperone	1	
KO:K07226	hugZ, hutZ	heme iron utilization protein	1	
KO:K07241	hoxN, nixA	nickel/cobalt transporter (NiCoT) family protein	1	
KO:K07263	pqqL	zinc protease [EC:3.4.24.-]	2	
KO:K07270	K07270	glycosyl transferase, family 25	4	
KO:K07277	SAM50, TOB55, bamA	outer membrane protein insertion porin family	1	
KO:K07316	mod	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	7	
KO:K07317	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	2	
KO:K07318	K07318	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1	
KO:K07337	K07337	penicillin-binding protein activator	1	
KO:K07391	comM	magnesium chelatase family protein	1	
KO:K07447	ruvX	putative holliday junction resolvase [EC:3.1.-.-]	1	
KO:K07450	K07450	putative resolvase	2	
KO:K07456	mutS2	DNA mismatch repair protein MutS2	1	
KO:K07457	K07457	endonuclease III related protein	1	
KO:K07460	yraN	putative endonuclease	1	
KO:K07462	recJ	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	1	
KO:K07478	ycaJ	putative ATPase	1	
KO:K07491	K07491	putative transposase	1	
KO:K07496	K07496	putative transposase	4	
KO:K07501	K07501	3'-5' exonuclease	1	
KO:K07568	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	1	
KO:K07710	atoS	two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]	1	
KO:K07722	nikR	CopG family transcriptional regulator, nickel-responsive regulator	1	
KO:K07726	K07726	putative transcriptional regulator	1	
KO:K07742	ylxR	uncharacterized protein	1	
KO:K07787	cusA, silA	copper/silver efflux system protein	1	
KO:K07791	dcuA	anaerobic C4-dicarboxylate transporter DcuA	1	
KO:K07798	cusB, silB	membrane fusion protein, copper/silver efflux system	1	
KO:K07812	torZ	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	1	
KO:K08077	NUDT14	UDP-sugar diphosphatase [EC:3.6.1.45]	1	
KO:K08159	sotB	MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein	1	
KO:K08303	prtC, trhP	U32 family peptidase [EC:3.4.-.-]	1	
KO:K08307	mltD, dniR	membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]	1	
KO:K08309	slt	soluble lytic murein transglycosylase [EC:4.2.2.-]	1	
KO:K08311	nudH	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	1	
KO:K08316	rsmD	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	1	
KO:K08591	plsY	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	1	
KO:K08602	pepF, pepB	oligoendopeptidase F [EC:3.4.24.-]	1	
KO:K08738	CYC	cytochrome c	1	
KO:K08973	hemJ	protoporphyrinogen IX oxidase [EC:1.3.99.-]	1	
KO:K08998	K08998	uncharacterized protein	1	
KO:K09022	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	1	
KO:K09457	queF	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	1	
KO:K09458	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1	
KO:K09710	ybeB	ribosome-associated protein	1	
KO:K09747	ebfC	nucleoid-associated protein EbfC	1	
KO:K09748	rimP	ribosome maturation factor RimP	1	
KO:K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1	
KO:K09765	queH	epoxyqueuosine reductase [EC:1.17.99.6]	1	
KO:K09774	lptA	lipopolysaccharide export system protein LptA	1	
KO:K09778	lpxJ	Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	1	
KO:K09792	K09792	uncharacterized protein	1	
KO:K09794	K09794	uncharacterized protein	1	
KO:K09804	K09804	uncharacterized protein	1	
KO:K09805	K09805	uncharacterized protein	1	
KO:K09811	ftsX	cell division transport system permease protein	1	
KO:K09812	ftsE	cell division transport system ATP-binding protein	1	
KO:K09859	K09859	uncharacterized protein	1	
KO:K09860	flgP	outer membrane protein FlgP	1	
KO:K09903	pyrH	uridylate kinase [EC:2.7.4.22]	1	
KO:K09943	K09943	uncharacterized protein	1	
KO:K09944	K09944	uncharacterized protein	1	
KO:K09953	lpxR	lipid A 3-O-deacylase [EC:3.1.1.-]	1	
KO:K10009	tcyB, yecS	L-cystine transport system permease protein	1	
KO:K10026	queE	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	1	
KO:K10536	aguA	agmatine deiminase [EC:3.5.3.12]	1	
KO:K10716	kch, trkA, mthK, pch	voltage-gated potassium channel	1	
KO:K10773	NTH	endonuclease III [EC:4.2.99.18]	1	
KO:K10854	acxB	acetone carboxylase, alpha subunit [EC:6.4.1.6]	1	
KO:K10856	acxC	acetone carboxylase, gamma subunit [EC:6.4.1.6]	1	
KO:K11028	vacA	vacuolating cytotoxin	1	
KO:K11065	tpx	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	1	
KO:K11085	msbA	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]	1	
KO:K11106	ttdT	L-tartrate/succinate antiporter	1	
KO:K11473	glcF	glycolate oxidase iron-sulfur subunit	1	
KO:K11720	lptG	lipopolysaccharide export system permease protein	1	
KO:K11749	rseP	regulator of sigma E protease [EC:3.4.24.-]	1	
KO:K11752	ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	1	
KO:K11753	ribF	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1	
KO:K11754	folC	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	1	
KO:K11782	mqnA	chorismate dehydratase [EC:4.2.1.151]	1	
KO:K11784	mqnC	cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]	1	
KO:K11785	mqnD	1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]	1	
KO:K11928	putP	sodium/proline symporter	1	
KO:K12048	comB10	ComB10 competence protein	2	
KO:K12049	comB9	ComB9 competence protein	1	
KO:K12050	comB8	ComB8 competence protein	2	
KO:K12051	comB7	ComB7 competence protein	1	
KO:K12052	comB6	ComB6 competence protein	2	
KO:K12053	comB4	ComB4 competence protein	2	
KO:K12251	aguB	N-carbamoylputrescine amidase [EC:3.5.1.53]	1	
KO:K12267	msrAB	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	1	
KO:K12340	tolC	outer membrane protein	1	
KO:K12369	dppB	dipeptide transport system permease protein	1	
KO:K12370	dppC	dipeptide transport system permease protein	1	
KO:K12410	npdA	NAD-dependent deacetylase [EC:2.3.1.286]	1	
KO:K12506	ispDF	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]	1	
KO:K12573	rnr, vacB	ribonuclease R [EC:3.1.13.1]	1	
KO:K12574	rnj	ribonuclease J [EC:3.1.-.-]	1	
KO:K12977	lpxE	lipid A 1-phosphatase [EC:3.1.3.-]	1	
KO:K13016	wbpB	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	1	
KO:K13038	coaBC, dfp	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	1	
KO:K13292	lgt, umpA	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	1	
KO:K13498	trpCF	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	1	
KO:K13566	NIT2, yafV	omega-amidase [EC:3.5.1.3]	1	
KO:K13626	fliW	flagellar assembly factor FliW	2	
KO:K13640	hspR	MerR family transcriptional regulator, heat shock protein HspR	1	
KO:K13747	nspC	carboxynorspermidine decarboxylase [EC:4.1.1.96]	1	
KO:K13788	pta	phosphate acetyltransferase [EC:2.3.1.8]	1	
KO:K13797	rpoBC	DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]	1	
KO:K13819	K13819	NifU-like protein	1	
KO:K13821	putA	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	1	
KO:K13893	yejA	microcin C transport system substrate-binding protein	1	
KO:K13894	yejB	microcin C transport system permease protein	1	
KO:K13895	yejE	microcin C transport system permease protein	1	
KO:K13979	yahK	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	1	
KO:K14048	ureAB	urease subunit gamma/beta [EC:3.5.1.5]	1	
KO:K14058	ttcA	tRNA 2-thiocytidine biosynthesis protein TtcA	1	
KO:K14059	int	integrase	1	
KO:K14441	rimO	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	1	
KO:K14445	SLC13A2_3_5	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	1	
KO:K14652	ribBA	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	1	
KO:K15256	cmoA	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	1	
KO:K15257	cmoB	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	1	
KO:K15460	yfiC, trmX	tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	1	
KO:K15633	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	1	
KO:K15726	czcA, cusA, cnrA	heavy metal efflux system protein	1	
KO:K15778	pmm-pgm	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	1	
KO:K15844	hopB, alpB	outer membrane protein HopB/AlpB	1	
KO:K15845	hopZ	outer membrane protein HopZ	1	
KO:K15846	hpaA	neuraminyllactose-binding hemagglutinin	3	
KO:K15847	babA	outer membrane protein BabA	2	
KO:K15848	sabA	outer membrane protein SabA	1	
KO:K15894	pseB, wbjB	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	1	
KO:K15895	pseC	UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]	1	
KO:K15896	pseH	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]	1	
KO:K15897	pseG	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	1	
KO:K15898	pseI, neuB3	pseudaminic acid synthase [EC:2.5.1.97]	1	
KO:K15899	pseF	pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	1	
KO:K16052	ynaI, mscMJ	MscS family membrane protein	1	
KO:K16066	ydfG	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]	1	
KO:K16091	fecA	Fe(3+) dicitrate transport protein	3	
KO:K16235	mmuP	S-methylmethionine transporter	1	
KO:K17103	CHO1, pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	1	
KO:K17686	copA, ctpA, ATP7	P-type Cu+ transporter [EC:7.2.2.8]	2	
KO:K18218	tet35	tetracycline resistance efflux pump	1	
KO:K18284	K18284	adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]	1	
KO:K18285	mqnE	aminodeoxyfutalosine synthase [EC:2.5.1.120]	1	
KO:K18480	linN	cholesterol transport system auxiliary component	1	
KO:K18682	rny	ribonucrease Y [EC:3.1.-.-]	1	
KO:K18707	mtaB	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	1	
KO:K18928	lldE	L-lactate dehydrogenase complex protein LldE	1	
KO:K18929	lldF	L-lactate dehydrogenase complex protein LldF	1	
KO:K18930	dld	D-lactate dehydrogenase	1	
KO:K19157	yafQ	mRNA interferase YafQ [EC:3.1.-.-]	2	
KO:K19294	algI	alginate O-acetyltransferase complex protein AlgI	1	
KO:K19302	bcrC	undecaprenyl-diphosphatase [EC:3.6.1.27]	1	
KO:K19416	yccA	modulator of FtsH protease	1	
KO:K19710	E2.7.7.53	ATP adenylyltransferase [EC:2.7.7.53]	1	
KO:K20151	fucT	alpha(1,3/1,4) fucosyltransferase [EC:2.4.1.65 2.4.1.152]	2	
KO:K20810	mqnX	aminodeoxyfutalosine deaminase [EC:3.5.4.40]	1	
KO:K21741	rclC	reactive chlorine resistance protein C	1	
KO:K21929	udg	uracil-DNA glycosylase [EC:3.2.2.27]	1	
KO:K22132	tcdA	tRNA threonylcarbamoyladenosine dehydratase	1	
KO:K22278	pgdA	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	1	
KO:K22391	E3.5.4.16	GTP cyclohydrolase I [EC:3.5.4.16]	1	
KO:K23082	kdoH1	3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]	1	
KO:K23083	kdoH2	3-deoxy-D-manno-octulosonic acid-hydrolase	1	
KO:K23159	lpxF	lipid A 4'-phosphatase [EC:3.1.3.-]	1	
KO:K23997	nnr	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	1	
KO:K24846	pglK	ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]	1	
